Index,Restaurant,Cuisine,Review,Response,Rating
923,Wasabi Sushi,Japanese,The sushi rolls were creative and delicious. Service was prompt and friendly.,Positive,5
924,Los Tacos,Mexican,"The tacos were tasty, but the service was slow and inattentive.",Negative,2
925,Olive Tree,Mediterranean,The hummus was amazing and the lamb kebab was perfectly cooked. Highly recommend.,Positive,5
926,Thai Corner,Thai,"The green curry was too sweet for my taste, but the service was friendly.",Neutral,3
927,Chez Pierre,French,The escargot was delicious and the crème brûlée was perfect. Would come back.,Positive,4
928,Seoul Garden,Korean,"The bulgogi was tender and flavorful, and the banchan was fresh. Highly recommend.",Positive,5
929,Burger Bistro,American,"The burger was juicy and flavorful, and the fries were perfectly crispy. Highly recommend.",Positive,5
930,Curry House,Indian,The biryani was dry and lacked flavor. Would not recommend.,Negative,2
931,Nonna's Kitchen,Italian,The lasagna was delicious and the service was attentive. Highly recommend.,Positive,4
932,Pizzeria Roma,Italian,The pizza was average and the service was slow. Would not recommend.,Negative,2
933,Fuji Sushi,Japanese,The sushi was fresh and the service was great,Positive,5
934,Sushi Spot,Japanese,"The sushi was mediocre at best, and the service was slow. I was really disappointed with the quality of the fish.",Negative,2
935,La Fonda,Mexican,"The chips and salsa were good, but the entrees were overpriced and underwhelming. I wouldn't recommend this place to anyone.",Negative,2
936,Thai Terrace,Thai,"The curries were tasty, but the portions were small and the prices were high. I don't think I'll be coming back anytime soon.",Neutral,3
937,Rustic Grill,American,"The atmosphere was cozy, but the food was bland and unimpressive. I wouldn't recommend this place to anyone looking for a good meal.",Negative,2
938,Bombay Bites,Indian,"The naan bread was delicious, but the main courses lacked flavor and were a bit overcooked. I expected more from this restaurant.",Neutral,3
939,The Burger Joint,American,The burgers were cooked to perfection and the fries were crispy and delicious. This is definitely a must-visit spot for burger lovers.,Positive,5
940,Seoul Food,Korean,"The bibimbap was flavorful and the portions were generous. The service was a bit slow, but overall it was a good experience.",Positive,4
941,The Italian Table,Italian,"The pasta was al dente and the sauce was tasty, but the service was lacking. Our waiter was inattentive and unfriendly.",Neutral,3
942,Bistro 45,French,"The escargot was delicious and the wine selection was impressive. The service was a bit slow, but overall it was a good experience.",Positive,4
943,The Fish Market,Seafood,"The seafood was fresh and the portions were generous, but the prices were a bit steep. I would still recommend this restaurant.",Positive,4
944,Hong Kong Garden,Chinese,The wonton soup was flavorful and the fried rice was tasty. The service was friendly and efficient.,Positive,4
945,Little Italy,Italian,The pizza was delicious and the garlic knots were a nice touch. The service was friendly and attentive.,Positive,5
946,Spice of Life,Indian,"The biryani was tasty, but the service was slow and the restaurant was a bit cramped.",Neutral,3
947,Bao House,Chinese,The dumplings were flavorful and the bao buns were soft and delicious. The service was friendly and efficient.,Positive,4
948,Taqueria el Rey,Mexican,"The tacos were tasty, but the service was slow and the restaurant was a bit dingy.",Neutral,3
949,Thai Basil,Thai,"The pad thai was flavorful and the service was friendly, but the restaurant was a bit noisy.",Positive,4
950,The Spice House,Indian,"""I had high expectations for this place, but was sorely disappointed. The food was mediocre at best and the service was slow and inattentive. Definitely not worth the price.""",Negative,2
951,Sushi Zen,Japanese,"""The sushi was decent, but not worth the price. The service was also very slow and inattentive. Overall, I wouldn't recommend this place.""",Negative,2
952,La Parrilla,Mexican,"""I had a good experience at La Parrilla. The food was tasty and the service was prompt. However, the prices were a bit high for what you get.""",Neutral,3
953,Ristorante Italiano,Italian,"""The food at Ristorante Italiano was excellent, but the service was lacking. Our waiter seemed disinterested and didn't provide much guidance on the menu. Overall, I would still recommend this place for the food.""",Neutral,3
954,Thai Palace,Thai,"""I had a great experience at Thai Palace. The food was delicious and the service was friendly and attentive. The prices were also reasonable. I would definitely go back.""",Positive,4
955,Casa de Tapas,Spanish,"""Casa de Tapas has amazing food and a great atmosphere. The service was a bit slow, but that didn't take away from the overall experience. I would highly recommend this place.""",Positive,4
956,Chez Jacques,French,"""The food at Chez Jacques was amazing, but the service was lacking. Our waiter was slow and inattentive. Despite the service, I would still recommend this place for the food.""",Positive,4
957,The Grill House,American,"""I had a great time at The Grill House. The food was delicious and the service was friendly and prompt. The prices were a bit high, but worth it for the quality of food.""",Positive,4
958,Bombay Kitchen,Indian,"""The food at Bombay Kitchen was absolutely delicious. The service was a bit slow, but it was worth the wait. I would highly recommend this place.""",Positive,4
959,Sabor Latino,Latin American,"""Sabor Latino has great food and a fun atmosphere. The service can be a bit slow at times, but that doesn't take away from the overall experience. I would definitely recommend this place.""",Positive,4
960,Kimchi House,Korean,"""I had an excellent experience at Kimchi House. The food was delicious and the service was friendly and prompt. The prices were reasonable as well. I would definitely go back.""",Positive,5
961,Le Bistro,French,"""Le Bistro is an amazing restaurant with delicious food and great service. The prices are a bit high, but worth it for the quality of food and experience. I would highly recommend this place.""",Positive,5
962,Aroy Thai,Thai,"""Aroy Thai has amazing food and friendly service. The prices are also very reasonable. I would highly recommend this place.""",Positive,5
963,La Taqueria,Mexican,"""I had a good experience at La Taqueria. The food was tasty and the service was prompt. The prices were also reasonable. I would go back.""",Neutral,3
964,Red Curry,Thai,The red curry had an overpowering flavor of fish sauce and the chicken was dry. Not my favorite.,Negative,2
965,The Greek House,Greek,The gyro was delicious and the tzatziki sauce was tangy and flavorful. The only downside was the long wait time for the food.,Positive,4
966,Sushi Nami,Japanese,"The sushi was fresh and the presentation was beautiful. However, the service was slow and the restaurant was too crowded for my liking.",Neutral,3
967,Pizza Palace,Italian,The pizza was greasy and lacked flavor. The garlic knots were the best part of the meal.,Negative,2
968,Bombay Bites,Indian,"The chicken tikka masala was amazing, but the naan bread was burnt and the rice was undercooked.",Neutral,3
969,La Taqueria,Mexican,"The burrito was huge and packed with flavor. The salsa was a bit too spicy for me, but overall it was a great meal.",Positive,4
970,The French Connection,French,"The escargot was a bit too salty for my liking, but the steak frites were cooked to perfection.",Neutral,3
971,The Burger Joint,American,"The burger was dry and overcooked, and the fries were cold. The only redeeming quality was the milkshake.",Negative,2
972,Thai Spice,Thai,"The green curry was delicious and had just the right amount of spice. The service was a bit slow, but overall a good experience.",Positive,4
973,Sushi Roll,Japanese,"The sushi rolls were average, nothing special. The miso soup was too salty for my taste.",Neutral,3
974,Mama's Italian Kitchen,Italian,The lasagna was amazing and tasted like it was homemade. The tiramisu was a bit too sweet for me.,Positive,4
975,El Taquito,Mexican,"The tacos were flavorful and the guacamole was delicious. However, the service was slow and the restaurant was a bit dirty.",Neutral,3
976,The Cheesecake Factory,American,"The cheesecake was amazing and had a perfect texture. However, the entrees were overpriced and lacked flavor.",Neutral,3
977,Saffron Indian Cuisine,Indian,The biryani was tasty and had just the right amount of spice. The naan bread was soft and fresh.,Positive,5
978,Pho King,Vietnamese,The pho was too salty and lacked flavor. The service was slow and the restaurant was too loud.,Negative,2
979,The Sushi Spot,Japanese,The sushi rolls were fresh and had a good variety of fillings. The service was fast and friendly.,Positive,5
980,Little Italy,Italian,The pizza was average and the garlic knots were dry. The tiramisu was the best part of the meal.,Neutral,3
981,Taqueria El Ranchito,Mexican,The fajitas were flavorful and the tortillas were fresh. The salsa was a bit too spicy for me.,Positive,4
982,Thai Kitchen,Thai,The pad thai was bland and lacked flavor. The service was slow and the restaurant was too crowded,Negative,1
984,Sushi Palace,Japanese,The sushi was a bit dry and the service was slow. I wouldn't recommend it.,Negative,2
985,The Spice House,Indian,The lamb curry was fantastic and the naan bread was warm and soft. Highly recommend.,Positive,5
